station,valid,lon,lat,elevation,tmpf,dwpf,relh,sknt,alti
TUL,2026-02-24 03:53,-95.8881,36.1984,206.00,41.00,12.20,30.34,9.00,30.29
TUL,2026-02-24 04:53,-95.8881,36.1984,206.00,39.20,14.00,35.23,6.00,30.27
TUL,2026-02-24 05:53,-95.8881,36.1984,206.00,39.00,14.00,35.51,7.00,30.24
TUL,2026-02-24 06:53,-95.8881,36.1984,206.00,40.00,15.00,35.68,13.00,30.19
TUL,2026-02-24 07:53,-95.8881,36.1984,206.00,41.00,16.00,35.85,10.00,30.16
TUL,2026-02-24 08:53,-95.8881,36.1984,206.00,40.00,17.00,38.92,10.00,30.11
TUL,2026-02-24 09:53,-95.8881,36.1984,206.00,42.00,19.00,39.26,13.00,30.07
TUL,2026-02-24 10:53,-95.8881,36.1984,206.00,42.00,20.00,40.97,14.00,30.03
TUL,2026-02-24 11:53,-95.8881,36.1984,206.00,42.00,21.00,42.75,15.00,30.01
TUL,2026-02-24 12:53,-95.8881,36.1984,206.00,42.00,23.00,46.52,12.00,29.99
TUL,2026-02-24 13:53,-95.8881,36.1984,206.00,46.40,24.80,42.41,19.00,29.95
TUL,2026-02-24 14:53,-95.8881,36.1984,206.00,50.00,24.80,37.06,18.00,29.93
TUL,2026-02-24 15:53,-95.8881,36.1984,206.00,53.60,23.00,30.09,20.00,29.89
TUL,2026-02-24 16:53,-95.8881,36.1984,206.00,57.20,23.00,26.40,20.00,29.84
TUL,2026-02-24 17:53,-95.8881,36.1984,206.00,62.00,24.00,23.20,17.00,29.82
TUL,2026-02-24 18:53,-95.8881,36.1984,206.00,66.20,24.80,20.72,15.00,29.74
TUL,2026-02-24 19:53,-95.8881,36.1984,206.00,68.00,24.80,19.47,18.00,29.70
TUL,2026-02-24 20:53,-95.8881,36.1984,206.00,70.00,27.00,19.92,16.00,29.68
TUL,2026-02-24 21:53,-95.8881,36.1984,206.00,69.80,28.40,21.24,16.00,29.67
TUL,2026-02-24 22:53,-95.8881,36.1984,206.00,69.80,30.20,22.87,16.00,29.66
TUL,2026-02-24 23:53,-95.8881,36.1984,206.00,66.20,30.20,25.88,10.00,29.68
TUL,2026-02-25 00:53,-95.8881,36.1984,206.00,64.00,30.00,27.71,8.00,29.71
TUL,2026-02-25 01:53,-95.8881,36.1984,206.00,61.00,31.00,32.07,8.00,29.72
TUL,2026-02-25 02:53,-95.8881,36.1984,206.00,58.00,32.00,37.17,6.00,29.72
TUL,2026-02-25 03:53,-95.8881,36.1984,206.00,53.00,32.00,44.57,6.00,29.74
TUL,2026-02-25 04:53,-95.8881,36.1984,206.00,54.00,33.00,44.73,8.00,29.71
TUL,2026-02-25 05:53,-95.8881,36.1984,206.00,53.00,33.00,46.40,8.00,29.70
TUL,2026-02-25 06:53,-95.8881,36.1984,206.00,56.00,36.00,46.88,9.00,29.71
TUL,2026-02-25 07:53,-95.8881,36.1984,206.00,55.40,35.60,47.15,8.00,29.69
TUL,2026-02-25 08:53,-95.8881,36.1984,206.00,51.00,35.00,54.10,5.00,29.68
TUL,2026-02-25 09:53,-95.8881,36.1984,206.00,50.00,36.00,58.42,7.00,29.67
TUL,2026-02-25 10:53,-95.8881,36.1984,206.00,51.00,38.00,60.92,7.00,29.65
TUL,2026-02-25 11:53,-95.8881,36.1984,206.00,51.00,39.00,63.35,8.00,29.65
TUL,2026-02-25 12:53,-95.8881,36.1984,206.00,46.00,38.00,73.46,4.00,29.67
TUL,2026-02-25 13:53,-95.8881,36.1984,206.00,46.40,39.20,75.84,3.00,29.68
TUL,2026-02-25 14:53,-95.8881,36.1984,206.00,56.00,43.00,61.59,4.00,29.71
TUL,2026-02-25 15:53,-95.8881,36.1984,206.00,60.00,47.00,62.12,6.00,29.71
TUL,2026-02-25 16:53,-95.8881,36.1984,206.00,62.00,48.00,60.09,5.00,29.69
TUL,2026-02-25 17:53,-95.8881,36.1984,206.00,65.00,49.00,56.15,0.00,29.71
TUL,2026-02-25 18:53,-95.8881,36.1984,206.00,67.00,49.00,52.39,0.00,29.68
TUL,2026-02-25 19:53,-95.8881,36.1984,206.00,69.00,48.00,47.11,8.00,29.64
TUL,2026-02-25 20:53,-95.8881,36.1984,206.00,72.00,49.00,44.17,7.00,29.63
TUL,2026-02-25 21:53,-95.8881,36.1984,206.00,72.00,48.00,42.54,4.00,29.61
TUL,2026-02-25 22:53,-95.8881,36.1984,206.00,71.00,48.00,44.01,4.00,29.61
TUL,2026-02-25 23:53,-95.8881,36.1984,206.00,69.00,48.00,47.11,11.00,29.62
TUL,2026-02-26 00:53,-95.8881,36.1984,206.00,66.00,48.00,52.24,8.00,29.64
TUL,2026-02-26 01:53,-95.8881,36.1984,206.00,63.00,49.00,60.22,5.00,29.67
TUL,2026-02-26 02:53,-95.8881,36.1984,206.00,62.00,49.00,62.38,7.00,29.67
TUL,2026-02-26 03:53,-95.8881,36.1984,206.00,59.00,49.00,69.39,6.00,29.69
TUL,2026-02-26 04:53,-95.8881,36.1984,206.00,58.00,48.00,69.28,5.00,29.68
TUL,2026-02-26 05:53,-95.8881,36.1984,206.00,55.00,48.00,77.21,0.00,29.70
TUL,2026-02-26 06:53,-95.8881,36.1984,206.00,53.00,48.00,83.06,3.00,29.74
TUL,2026-02-26 07:53,-95.8881,36.1984,206.00,54.00,48.00,80.08,3.00,29.75
TUL,2026-02-26 08:53,-95.8881,36.1984,206.00,52.00,48.00,86.18,3.00,29.74
TUL,2026-02-26 09:53,-95.8881,36.1984,206.00,53.00,48.00,83.06,0.00,29.71
TUL,2026-02-26 10:53,-95.8881,36.1984,206.00,52.00,48.00,86.18,0.00,29.75
TUL,2026-02-26 11:53,-95.8881,36.1984,206.00,47.00,45.00,92.71,4.00,29.79
TUL,2026-02-26 12:53,-95.8881,36.1984,206.00,47.00,45.00,92.71,6.00,29.82
TUL,2026-02-26 13:53,-95.8881,36.1984,206.00,50.00,46.00,86.06,7.00,29.85
TUL,2026-02-26 14:53,-95.8881,36.1984,206.00,55.00,46.00,71.60,7.00,29.88
TUL,2026-02-26 15:53,-95.8881,36.1984,206.00,60.00,44.00,55.43,10.00,29.90
TUL,2026-02-26 16:53,-95.8881,36.1984,206.00,65.00,42.00,43.05,9.00,29.89
TUL,2026-02-26 17:53,-95.8881,36.1984,206.00,68.00,40.00,35.92,9.00,29.89
TUL,2026-02-26 18:53,-95.8881,36.1984,206.00,70.00,38.00,31.02,11.00,29.87
TUL,2026-02-26 19:53,-95.8881,36.1984,206.00,71.00,34.00,25.59,6.00,29.86
TUL,2026-02-26 20:53,-95.8881,36.1984,206.00,73.00,35.00,24.89,10.00,29.85
TUL,2026-02-26 21:53,-95.8881,36.1984,206.00,73.00,34.00,23.92,12.00,29.85
TUL,2026-02-26 22:53,-95.8881,36.1984,206.00,71.00,34.00,25.59,7.00,29.87
TUL,2026-02-26 23:53,-95.8881,36.1984,206.00,68.00,33.00,27.23,6.00,29.88
TUL,2026-02-27 00:53,-95.8881,36.1984,206.00,64.00,33.00,31.29,4.00,29.92
TUL,2026-02-27 01:53,-95.8881,36.1984,206.00,63.00,32.00,31.12,3.00,29.93
TUL,2026-02-27 02:53,-95.8881,36.1984,206.00,57.00,33.00,40.11,0.00,29.94
TUL,2026-02-27 03:53,-95.8881,36.1984,206.00,53.00,33.00,46.40,0.00,29.96
TUL,2026-02-27 04:53,-95.8881,36.1984,206.00,46.00,34.00,62.69,4.00,29.96
TUL,2026-02-27 05:53,-95.8881,36.1984,206.00,46.00,34.00,62.69,0.00,29.97
TUL,2026-02-27 06:53,-95.8881,36.1984,206.00,46.00,34.00,62.69,0.00,29.98
TUL,2026-02-27 07:53,-95.8881,36.1984,206.00,46.00,34.00,62.69,0.00,29.98
TUL,2026-02-27 08:53,-95.8881,36.1984,206.00,43.00,34.00,70.29,0.00,29.97
TUL,2026-02-27 09:53,-95.8881,36.1984,206.00,43.00,34.00,70.29,0.00,29.97
TUL,2026-02-27 10:53,-95.8881,36.1984,206.00,42.00,35.00,76.02,0.00,29.99
TUL,2026-02-27 11:53,-95.8881,36.1984,206.00,40.00,33.00,75.83,0.00,30.01
TUL,2026-02-27 12:53,-95.8881,36.1984,206.00,40.00,34.00,78.93,0.00,30.02
TUL,2026-02-27 13:53,-95.8881,36.1984,206.00,44.00,37.00,76.21,0.00,30.04
TUL,2026-02-27 14:53,-95.8881,36.1984,206.00,54.00,38.00,54.55,0.00,30.05
TUL,2026-02-27 15:53,-95.8881,36.1984,206.00,64.00,37.00,36.68,8.00,30.05
TUL,2026-02-27 16:53,-95.8881,36.1984,206.00,68.00,36.00,30.70,8.00,30.05
TUL,2026-02-27 17:53,-95.8881,36.1984,206.00,73.00,36.00,25.90,7.00,30.04
TUL,2026-02-27 18:53,-95.8881,36.1984,206.00,76.00,33.00,20.78,6.00,30.00
TUL,2026-02-27 19:53,-95.8881,36.1984,206.00,79.00,32.00,18.08,7.00,29.96
TUL,2026-02-27 20:53,-95.8881,36.1984,206.00,80.00,31.00,16.81,6.00,29.94
TUL,2026-02-27 21:53,-95.8881,36.1984,206.00,80.00,31.00,16.81,4.00,29.92
TUL,2026-02-27 22:53,-95.8881,36.1984,206.00,81.00,30.00,15.62,0.00,29.91
TUL,2026-02-27 23:53,-95.8881,36.1984,206.00,77.00,32.00,19.31,0.00,29.91
TUL,2026-02-28 00:53,-95.8881,36.1984,206.00,70.00,31.00,23.46,3.00,29.92
TUL,2026-02-28 01:53,-95.8881,36.1984,206.00,61.00,33.00,34.77,4.00,29.94
TUL,2026-02-28 02:53,-95.8881,36.1984,206.00,66.00,33.00,29.18,7.00,29.94
TUL,2026-02-28 03:53,-95.8881,36.1984,206.00,64.00,33.00,31.29,8.00,29.95
TUL,2026-02-28 04:53,-95.8881,36.1984,206.00,62.00,33.00,33.56,7.00,29.95
TUL,2026-02-28 05:53,-95.8881,36.1984,206.00,58.00,33.00,38.70,5.00,29.95
TUL,2026-02-28 06:53,-95.8881,36.1984,206.00,59.00,34.00,38.86,6.00,29.95
TUL,2026-02-28 07:53,-95.8881,36.1984,206.00,58.00,35.00,41.92,7.00,29.94
TUL,2026-02-28 08:53,-95.8881,36.1984,206.00,56.00,35.00,45.05,8.00,29.93
TUL,2026-02-28 09:53,-95.8881,36.1984,206.00,57.00,34.00,41.75,6.00,29.93
TUL,2026-02-28 10:53,-95.8881,36.1984,206.00,56.00,35.00,45.05,9.00,29.92
TUL,2026-02-28 11:53,-95.8881,36.1984,206.00,55.00,35.00,46.72,7.00,29.94
TUL,2026-02-28 12:53,-95.8881,36.1984,206.00,55.00,36.00,48.61,9.00,29.93
TUL,2026-02-28 13:53,-95.8881,36.1984,206.00,59.00,38.00,45.53,9.00,29.95
TUL,2026-02-28 14:53,-95.8881,36.1984,206.00,63.00,40.00,42.73,11.00,29.97
TUL,2026-02-28 15:53,-95.8881,36.1984,206.00,68.00,41.00,37.34,16.00,29.97
TUL,2026-02-28 16:53,-95.8881,36.1984,206.00,73.00,43.00,34.02,16.00,29.97
TUL,2026-02-28 17:53,-95.8881,36.1984,206.00,74.00,43.00,32.90,14.00,29.97
TUL,2026-02-28 18:53,-95.8881,36.1984,206.00,76.00,42.00,29.62,15.00,29.93
TUL,2026-02-28 19:53,-95.8881,36.1984,206.00,76.00,38.00,25.35,21.00,29.92
TUL,2026-02-28 20:53,-95.8881,36.1984,206.00,77.00,44.00,30.94,11.00,29.91
TUL,2026-02-28 21:53,-95.8881,36.1984,206.00,78.00,46.00,32.30,9.00,29.90
TUL,2026-02-28 22:53,-95.8881,36.1984,206.00,77.00,45.00,32.14,14.00,29.91
TUL,2026-02-28 23:53,-95.8881,36.1984,206.00,75.00,44.00,33.06,10.00,29.92
TUL,2026-03-01 00:53,-95.8881,36.1984,206.00,71.00,44.00,37.82,9.00,29.94
TUL,2026-03-01 01:53,-95.8881,36.1984,206.00,64.00,44.00,48.14,6.00,29.96
TUL,2026-03-01 02:53,-95.8881,36.1984,206.00,64.00,43.00,46.33,5.00,29.98
TUL,2026-03-01 03:53,-95.8881,36.1984,206.00,58.00,43.00,57.30,0.00,30.01
TUL,2026-03-01 04:53,-95.8881,36.1984,206.00,55.00,43.00,63.87,8.00,30.03
TUL,2026-03-01 05:53,-95.8881,36.1984,206.00,58.00,44.00,59.54,10.00,30.05
TUL,2026-03-01 06:53,-95.8881,36.1984,206.00,53.00,43.00,68.71,6.00,30.05
TUL,2026-03-01 07:53,-95.8881,36.1984,206.00,56.00,43.00,61.59,5.00,30.05
TUL,2026-03-01 08:53,-95.8881,36.1984,206.00,51.00,41.00,68.48,7.00,30.06
TUL,2026-03-01 09:53,-95.8881,36.1984,206.00,51.00,35.00,54.10,10.00,30.06
TUL,2026-03-01 10:53,-95.8881,36.1984,206.00,49.00,33.00,53.80,7.00,30.08
TUL,2026-03-01 11:53,-95.8881,36.1984,206.00,49.00,32.00,51.68,5.00,30.07
TUL,2026-03-01 12:53,-95.8881,36.1984,206.00,48.00,33.00,55.86,7.00,30.07
TUL,2026-03-01 13:53,-95.8881,36.1984,206.00,49.00,33.00,53.80,7.00,30.09
TUL,2026-03-01 14:53,-95.8881,36.1984,206.00,51.00,34.00,51.99,5.00,30.10
TUL,2026-03-01 15:53,-95.8881,36.1984,206.00,55.00,36.00,48.61,8.00,30.09
TUL,2026-03-01 16:53,-95.8881,36.1984,206.00,60.00,39.00,45.69,6.00,30.08
TUL,2026-03-01 17:53,-95.8881,36.1984,206.00,64.00,41.00,42.89,8.00,30.04
TUL,2026-03-01 18:53,-95.8881,36.1984,206.00,64.00,43.00,46.33,8.00,30.02
TUL,2026-03-01 19:53,-95.8881,36.1984,206.00,58.00,45.00,61.85,12.00,30.02
TUL,2026-03-01 20:53,-95.8881,36.1984,206.00,54.00,43.00,66.24,15.00,29.96
TUL,2026-03-01 21:53,-95.8881,36.1984,206.00,51.00,46.00,82.93,11.00,29.98
TUL,2026-03-01 22:53,-95.8881,36.1984,206.00,50.00,43.00,76.76,11.00,29.99
TUL,2026-03-01 23:53,-95.8881,36.1984,206.00,50.00,44.00,79.76,12.00,30.01
TUL,2026-03-02 00:53,-95.8881,36.1984,206.00,49.00,44.00,82.79,10.00,30.02
TUL,2026-03-02 01:53,-95.8881,36.1984,206.00,47.00,43.00,85.89,11.00,30.06
TUL,2026-03-02 02:53,-95.8881,36.1984,206.00,45.00,43.00,92.64,15.00,30.09
TUL,2026-03-02 03:53,-95.8881,36.1984,206.00,43.00,41.00,92.58,14.00,30.10
TUL,2026-03-02 04:53,-95.8881,36.1984,206.00,43.00,41.00,92.58,12.00,30.10
TUL,2026-03-02 05:53,-95.8881,36.1984,206.00,43.00,41.00,92.58,9.00,30.11
TUL,2026-03-02 06:53,-95.8881,36.1984,206.00,43.00,40.00,89.05,11.00,30.09
TUL,2026-03-02 07:53,-95.8881,36.1984,206.00,42.00,40.00,92.55,9.00,30.11
TUL,2026-03-02 08:53,-95.8881,36.1984,206.00,42.00,40.00,92.55,11.00,30.10
TUL,2026-03-02 09:53,-95.8881,36.1984,206.00,42.00,40.00,92.55,8.00,30.11
TUL,2026-03-02 10:53,-95.8881,36.1984,206.00,42.00,39.00,89.01,11.00,30.11
TUL,2026-03-02 11:53,-95.8881,36.1984,206.00,41.00,40.00,96.19,11.00,30.13
TUL,2026-03-02 12:53,-95.8881,36.1984,206.00,41.00,40.00,96.19,12.00,30.14
TUL,2026-03-02 13:53,-95.8881,36.1984,206.00,41.00,40.00,96.19,9.00,30.15
TUL,2026-03-02 14:53,-95.8881,36.1984,206.00,42.00,41.00,96.21,7.00,30.17
TUL,2026-03-02 15:53,-95.8881,36.1984,206.00,43.00,41.00,92.58,6.00,30.17
TUL,2026-03-02 16:53,-95.8881,36.1984,206.00,45.00,41.00,85.77,5.00,30.17
TUL,2026-03-02 17:53,-95.8881,36.1984,206.00,46.00,42.00,85.83,10.00,30.15
TUL,2026-03-02 18:53,-95.8881,36.1984,206.00,48.00,43.00,82.72,3.00,30.13
TUL,2026-03-02 19:53,-95.8881,36.1984,206.00,49.00,43.00,79.68,3.00,30.10
TUL,2026-03-02 20:53,-95.8881,36.1984,206.00,52.00,44.00,74.06,6.00,30.06
TUL,2026-03-02 21:53,-95.8881,36.1984,206.00,51.80,44.60,76.34,3.00,30.06
TUL,2026-03-02 22:53,-95.8881,36.1984,206.00,51.80,44.60,76.34,3.00,30.05
TUL,2026-03-02 23:53,-95.8881,36.1984,206.00,51.80,44.60,76.34,0.00,30.04
TUL,2026-03-03 00:53,-95.8881,36.1984,206.00,51.80,44.60,76.34,3.00,30.02
TUL,2026-03-03 01:53,-95.8881,36.1984,206.00,50.00,45.00,82.86,4.00,30.01
TUL,2026-03-03 02:53,-95.8881,36.1984,206.00,50.00,44.60,81.60,6.00,30.01
TUL,2026-03-03 03:53,-95.8881,36.1984,206.00,48.20,44.60,87.28,4.00,30.01
TUL,2026-03-03 04:53,-95.8881,36.1984,206.00,47.00,45.00,92.71,0.00,30.00
TUL,2026-03-03 05:53,-95.8881,36.1984,206.00,48.00,46.00,92.74,3.00,29.98
TUL,2026-03-03 06:53,-95.8881,36.1984,206.00,49.00,46.00,89.33,0.00,29.95
TUL,2026-03-03 07:53,-95.8881,36.1984,206.00,49.00,46.00,89.33,4.00,29.95
TUL,2026-03-03 08:53,-95.8881,36.1984,206.00,48.00,46.00,92.74,0.00,29.93
TUL,2026-03-03 09:53,-95.8881,36.1984,206.00,49.00,47.00,92.77,4.00,29.92
TUL,2026-03-03 10:53,-95.8881,36.1984,206.00,50.00,47.00,89.37,0.00,29.91
TUL,2026-03-03 11:53,-95.8881,36.1984,206.00,51.00,48.00,89.42,3.00,29.90
TUL,2026-03-03 12:53,-95.8881,36.1984,206.00,57.00,53.00,86.46,8.00,29.90
TUL,2026-03-03 13:53,-95.8881,36.1984,206.00,61.00,56.00,83.60,10.00,29.92
TUL,2026-03-03 14:53,-95.8881,36.1984,206.00,65.00,58.00,78.08,17.00,29.92
TUL,2026-03-03 15:53,-95.8881,36.1984,206.00,67.00,58.00,72.85,20.00,29.91
TUL,2026-03-03 16:53,-95.8881,36.1984,206.00,73.00,59.00,61.54,16.00,29.90
TUL,2026-03-03 17:53,-95.8881,36.1984,206.00,76.00,60.00,57.69,19.00,29.90
TUL,2026-03-03 18:53,-95.8881,36.1984,206.00,77.00,60.00,55.81,19.00,29.89
TUL,2026-03-03 19:53,-95.8881,36.1984,206.00,77.00,60.00,55.81,18.00,29.88
TUL,2026-03-03 20:53,-95.8881,36.1984,206.00,77.00,60.00,55.81,13.00,29.88
TUL,2026-03-03 21:53,-95.8881,36.1984,206.00,79.00,59.00,50.42,13.00,29.88
TUL,2026-03-03 22:53,-95.8881,36.1984,206.00,78.00,59.00,52.11,9.00,29.89
TUL,2026-03-03 23:53,-95.8881,36.1984,206.00,77.00,59.00,53.86,7.00,29.93
TUL,2026-03-04 00:53,-95.8881,36.1984,206.00,76.00,59.00,55.67,9.00,29.93
TUL,2026-03-04 01:53,-95.8881,36.1984,206.00,75.00,59.00,57.55,15.00,29.94
TUL,2026-03-04 02:53,-95.8881,36.1984,206.00,59.00,52.00,77.56,15.00,29.97
TUL,2026-03-04 03:53,-95.8881,36.1984,206.00,57.00,51.00,80.31,11.00,30.03
TUL,2026-03-04 04:53,-95.8881,36.1984,206.00,55.00,49.00,80.16,12.00,30.05
TUL,2026-03-04 05:53,-95.8881,36.1984,206.00,53.00,47.00,80.00,12.00,30.05
TUL,2026-03-04 06:53,-95.8881,36.1984,206.00,51.00,47.00,86.12,10.00,30.05
TUL,2026-03-04 07:53,-95.8881,36.1984,206.00,50.00,46.00,86.06,6.00,30.04
TUL,2026-03-04 08:53,-95.8881,36.1984,206.00,50.00,47.00,89.37,6.00,30.02
TUL,2026-03-04 09:53,-95.8881,36.1984,206.00,49.00,47.00,92.77,8.00,30.04
TUL,2026-03-04 10:53,-95.8881,36.1984,206.00,49.00,47.00,92.77,9.00,30.06
TUL,2026-03-04 11:53,-95.8881,36.1984,206.00,49.00,46.00,89.33,17.00,30.11
TUL,2026-03-04 12:53,-95.8881,36.1984,206.00,47.00,46.00,96.29,7.00,30.07
TUL,2026-03-04 13:53,-95.8881,36.1984,206.00,48.00,47.00,96.31,5.00,30.09
TUL,2026-03-04 14:53,-95.8881,36.1984,206.00,49.00,47.00,92.77,0.00,30.08
TUL,2026-03-04 15:53,-95.8881,36.1984,206.00,51.00,49.00,92.83,4.00,30.09
TUL,2026-03-04 16:53,-95.8881,36.1984,206.00,52.00,50.00,92.86,8.00,30.08
TUL,2026-03-04 17:53,-95.8881,36.1984,206.00,55.00,51.00,86.35,3.00,30.07
TUL,2026-03-04 18:53,-95.8881,36.1984,206.00,55.00,51.00,86.35,7.00,30.05
TUL,2026-03-04 19:53,-95.8881,36.1984,206.00,56.00,51.00,83.27,6.00,30.03
TUL,2026-03-04 20:53,-95.8881,36.1984,206.00,59.00,52.00,77.56,8.00,30.00
TUL,2026-03-04 21:53,-95.8881,36.1984,206.00,58.00,51.00,77.47,8.00,30.00
TUL,2026-03-04 22:53,-95.8881,36.1984,206.00,55.00,51.00,86.35,8.00,29.99
TUL,2026-03-04 23:53,-95.8881,36.1984,206.00,55.40,50.00,82.00,5.00,29.98
TUL,2026-03-05 00:53,-95.8881,36.1984,206.00,55.00,50.00,83.20,6.00,29.98
TUL,2026-03-05 01:53,-95.8881,36.1984,206.00,54.00,49.00,83.13,9.00,29.99
TUL,2026-03-05 02:53,-95.8881,36.1984,206.00,53.00,49.00,86.23,5.00,29.98
TUL,2026-03-05 03:53,-95.8881,36.1984,206.00,53.00,49.00,86.23,4.00,29.98
TUL,2026-03-05 04:53,-95.8881,36.1984,206.00,53.00,49.00,86.23,4.00,29.96
TUL,2026-03-05 05:53,-95.8881,36.1984,206.00,52.00,50.00,92.86,4.00,29.97
TUL,2026-03-05 06:53,-95.8881,36.1984,206.00,52.00,50.00,92.86,5.00,29.97
TUL,2026-03-05 07:53,-95.8881,36.1984,206.00,52.00,51.00,96.37,0.00,29.97
TUL,2026-03-05 08:53,-95.8881,36.1984,206.00,53.00,50.00,89.51,0.00,29.97
TUL,2026-03-05 09:53,-95.8881,36.1984,206.00,53.00,50.00,89.51,0.00,29.96
TUL,2026-03-05 10:53,-95.8881,36.1984,206.00,53.60,50.00,87.56,0.00,29.97
TUL,2026-03-05 11:53,-95.8881,36.1984,206.00,53.00,50.00,89.51,4.00,29.96
TUL,2026-03-05 12:53,-95.8881,36.1984,206.00,53.00,50.00,89.51,4.00,29.95
TUL,2026-03-05 13:53,-95.8881,36.1984,206.00,53.00,50.00,89.51,0.00,29.98
TUL,2026-03-05 14:53,-95.8881,36.1984,206.00,55.00,51.00,86.35,3.00,29.99
TUL,2026-03-05 15:53,-95.8881,36.1984,206.00,56.00,51.00,83.27,4.00,29.99
TUL,2026-03-05 16:53,-95.8881,36.1984,206.00,58.00,53.00,83.40,5.00,29.99
TUL,2026-03-05 17:53,-95.8881,36.1984,206.00,61.00,55.00,80.62,5.00,29.97
TUL,2026-03-05 18:53,-95.8881,36.1984,206.00,65.00,58.00,78.08,8.00,29.93
TUL,2026-03-05 19:53,-95.8881,36.1984,206.00,70.00,61.00,73.15,11.00,29.89
TUL,2026-03-05 20:53,-95.8881,36.1984,206.00,71.00,62.00,73.24,11.00,29.88
TUL,2026-03-05 21:53,-95.8881,36.1984,206.00,72.00,63.00,73.34,10.00,29.86
TUL,2026-03-05 22:53,-95.8881,36.1984,206.00,73.00,63.00,70.91,11.00,29.84
TUL,2026-03-05 23:53,-95.8881,36.1984,206.00,71.00,63.00,75.87,8.00,29.84
TUL,2026-03-06 00:53,-95.8881,36.1984,206.00,68.00,63.00,84.05,6.00,29.83
TUL,2026-03-06 01:53,-95.8881,36.1984,206.00,69.00,63.00,81.22,7.00,29.85
TUL,2026-03-06 02:53,-95.8881,36.1984,206.00,70.00,62.00,75.78,13.00,29.84
TUL,2026-03-06 03:53,-95.8881,36.1984,206.00,70.00,61.00,73.15,13.00,29.85
TUL,2026-03-06 04:53,-95.8881,36.1984,206.00,70.00,61.00,73.15,13.00,29.86
TUL,2026-03-06 05:53,-95.8881,36.1984,206.00,70.00,60.00,70.59,16.00,29.83
TUL,2026-03-06 06:53,-95.8881,36.1984,206.00,70.00,60.00,70.59,13.00,29.82
TUL,2026-03-06 07:53,-95.8881,36.1984,206.00,69.00,59.00,70.49,15.00,29.82
TUL,2026-03-06 08:53,-95.8881,36.1984,206.00,68.00,59.00,72.95,13.00,29.81
TUL,2026-03-06 09:53,-95.8881,36.1984,206.00,67.00,59.00,75.50,8.00,29.81
TUL,2026-03-06 10:53,-95.8881,36.1984,206.00,66.00,59.00,78.16,8.00,29.80
TUL,2026-03-06 11:53,-95.8881,36.1984,206.00,66.00,58.00,75.41,9.00,29.79
TUL,2026-03-06 12:53,-95.8881,36.1984,206.00,67.00,58.00,72.85,12.00,29.81
TUL,2026-03-06 13:53,-95.8881,36.1984,206.00,68.00,59.00,72.95,15.00,29.82
TUL,2026-03-06 14:53,-95.8881,36.1984,206.00,71.00,60.00,68.23,22.00,29.82
TUL,2026-03-06 15:53,-95.8881,36.1984,206.00,73.00,61.00,66.08,24.00,29.81
TUL,2026-03-06 16:53,-95.8881,36.1984,206.00,72.00,61.00,68.35,21.00,29.84
TUL,2026-03-06 17:53,-95.8881,36.1984,206.00,73.00,62.00,68.46,15.00,29.82
TUL,2026-03-06 18:53,-95.8881,36.1984,206.00,72.00,63.00,73.34,14.00,29.81
TUL,2026-03-06 19:53,-95.8881,36.1984,206.00,73.00,63.00,70.91,15.00,29.78
TUL,2026-03-06 20:53,-95.8881,36.1984,206.00,73.00,65.00,76.05,14.00,29.76
TUL,2026-03-06 21:53,-95.8881,36.1984,206.00,76.00,63.00,64.15,17.00,29.76
TUL,2026-03-06 22:53,-95.8881,36.1984,206.00,77.00,63.00,62.06,19.00,29.75
TUL,2026-03-06 23:53,-95.8881,36.1984,206.00,72.00,65.00,78.66,8.00,29.78
TUL,2026-03-07 00:53,-95.8881,36.1984,206.00,69.80,62.60,77.93,15.00,29.80
TUL,2026-03-07 01:53,-95.8881,36.1984,206.00,68.00,65.00,90.14,5.00,29.79
TUL,2026-03-07 02:53,-95.8881,36.1984,206.00,67.00,65.00,93.30,9.00,29.77
TUL,2026-03-07 03:53,-95.8881,36.1984,206.00,70.00,65.00,84.18,11.00,29.77
TUL,2026-03-07 04:53,-95.8881,36.1984,206.00,69.00,64.00,84.12,12.00,29.78
TUL,2026-03-07 05:53,-95.8881,36.1984,206.00,71.00,63.00,75.87,16.00,29.80
TUL,2026-03-07 06:53,-95.8881,36.1984,206.00,71.00,63.00,75.87,16.00,29.79
TUL,2026-03-07 07:53,-95.8881,36.1984,206.00,62.00,56.00,80.70,15.00,29.83
TUL,2026-03-07 08:53,-95.8881,36.1984,206.00,55.00,52.00,89.60,18.00,29.91
TUL,2026-03-07 09:53,-95.8881,36.1984,206.00,48.00,44.00,85.95,14.00,29.97
TUL,2026-03-07 10:53,-95.8881,36.1984,206.00,46.00,43.00,89.19,14.00,29.97
TUL,2026-03-07 11:53,-95.8881,36.1984,206.00,44.00,41.00,89.10,14.00,30.00
TUL,2026-03-07 12:53,-95.8881,36.1984,206.00,43.00,39.00,85.65,13.00,30.06
TUL,2026-03-07 13:53,-95.8881,36.1984,206.00,42.00,37.00,82.29,14.00,30.05
TUL,2026-03-07 14:53,-95.8881,36.1984,206.00,44.00,36.00,73.25,13.00,30.11
TUL,2026-03-07 15:53,-95.8881,36.1984,206.00,43.00,35.00,73.15,9.00,30.18
TUL,2026-03-07 16:53,-95.8881,36.1984,206.00,45.00,36.00,70.51,7.00,30.17
TUL,2026-03-07 17:53,-95.8881,36.1984,206.00,48.00,37.00,65.50,10.00,30.17
